HPO_label,HPO_term
Jaundice,HP:0000952
Cerebral hypomyelination,HP:0006808
Generalized tonic seizure,HP:0010818
Cryptorchidism,HP:0000028
Focal tonic seizure,HP:0011167
Gemination,HP:0011091
Unilateral cryptorchidism,HP:0012741
Tremor by anatomical site,HP:0030188
Limb tremor,HP:0200085
Abnormal testis morphology,HP:0000035
Gonadal dysgenesis,HP:0000133
Abnormality of the thyroid gland,HP:0000820
Hypothyroidism,HP:0000821
Cardiac arrest,HP:0001695
Respiratory insufficiency,HP:0002093
Respiratory failure,HP:0002878
Respiratory arrest,HP:0005943
Cardiorespiratory arrest,HP:0006543
Urethral stenosis,HP:0008661
Focal-onset seizure,HP:0007359
Bilateral cryptorchidism,HP:0008689
Focal impaired awareness seizure,HP:0002384
Abnormality of amino acid metabolism,HP:0004337
Abnormal facial shape,HP:0001999
Falls,HP:0002527
Myoclonic spasms,HP:0003739
Abnormality of the diaphragm,HP:0000775
Congenital diaphragmatic hernia,HP:0000776
Hiatus hernia,HP:0002036
Abnormality of the musculature of the thorax,HP:0009131
Abnormal morphology of the abdominal musculature,HP:0010991
Hypoventilation,HP:0002791
Abnormal respiratory system physiology,HP:0002795
obsolete Decreased pulmonary function,HP:0005952
Nystagmus,HP:0000639
Hypertonia,HP:0001276
Inability to walk,HP:0002540
Abnormal cerebral white matter morphology,HP:0002500
Abnormality of the internal capsule,HP:0012502
Fasciculations,HP:0002380
Abnormal posturing,HP:0002533
Jerky head movements,HP:0006961
Abnormal mandible morphology,HP:0000277
Focal sensory seizure,HP:0011157
Eyelid myoclonus,HP:0025097
Absence seizure with eyelid myoclonia,HP:0011149
Focal seizure with eyelid myoclonia,HP:0011168
Intermittent hyperventilation,HP:0004879
Microcephaly,HP:0000252
Severe global developmental delay,HP:0011344
Chills,HP:0025143
Shivering,HP:0025144
"Intellectual disability, severe",HP:0010864
Mild microcephaly,HP:0040196
Blindness,HP:0000618
Hyperpigmentation of the skin,HP:0000953
Abnormality of skin pigmentation,HP:0001000
Status epilepticus,HP:0002133
Focal aware seizure,HP:0002349
Limb hypertonia,HP:0002509
Abnormal cerebral cortex morphology,HP:0002538
Depigmentation/hyperpigmentation of skin,HP:0007483
Focal motor seizure,HP:0011153
Focal motor seizure with version,HP:0011175
EEG with focal epileptiform discharges,HP:0011185
Abnormal nervous system morphology,HP:0012639
Cerebral visual impairment,HP:0100704
Upper limb hypertonia,HP:0200049
Brachycephaly,HP:0000248
Motor stereotypy,HP:0000733
Hand tremor,HP:0002378
Inappropriate behavior,HP:0000719
Slurred speech,HP:0001350
Impulsivity,HP:0100710
Violent behavior,HP:0008760
Febrile seizure (within the age range of 3 months to 6 years),HP:0002373
Abnormal parotid gland morphology,HP:0000197
Sialadenitis,HP:0031281
Parotitis,HP:0011850
Developmental regression,HP:0002376
Parasomnia,HP:0025234
Sleep terror,HP:0030765
Maintenance insomnia,HP:0031355
Short attention span,HP:0000736
Speech articulation difficulties,HP:0009088
Healthy,HP:0032322
Coma,HP:0001259
Febrile status epilepticus,HP:0032656
Seizure precipitated by febrile infection,HP:0032894
Abnormal emotion/affect behavior,HP:0100851
Infectious encephalitis,HP:0002383
Aphasia,HP:0002381
Irregular menstruation,HP:0000858
Hypertrichosis,HP:0000998
Cerebral hemorrhage,HP:0001342
Abnormal cerebral ventricle morphology,HP:0002118
Intracranial hemorrhage,HP:0002170
Venous thrombosis,HP:0004936
Intraventricular hemorrhage,HP:0030746
Maternal autoimmune disease,HP:0011437
Peripheral thrombosis,HP:0002641
Arterial stenosis,HP:0100545
"Intellectual disability, profound",HP:0002187
Astigmatism,HP:0000483
Focal emotional seizure with laughing,HP:0010821
Visual hallucinations,HP:0002367
Auditory hallucinations,HP:0008765
Dystonia,HP:0001332
Isometric tremor,HP:0030185
Kinetic tremor,HP:0030186
Intention tremor,HP:0002080
Action tremor,HP:0002345
"Intellectual disability, mild",HP:0001256
Multifocal epileptiform discharges,HP:0010841
Waxy casts,HP:0031202
Proteinuria,HP:0000093
Abnormality of the periorbital region,HP:0000606
Periorbital edema,HP:0100539
Abnormality of the scrotum,HP:0000045
Buphthalmos,HP:0000557
Poor eye contact,HP:0000817
Poor head control,HP:0002421
Clumsiness,HP:0002312
Head tremor,HP:0002346
Bruxism,HP:0003763
Brisk reflexes,HP:0001348
Ketosis,HP:0001946
Focal clonic seizure,HP:0002266
Focal hemiclonic seizure,HP:0006813
Macrocephaly,HP:0000256
Dysarthria,HP:0001260
Macrocephaly at birth,HP:0004488
Moderate global developmental delay,HP:0011343
Cervical lymphadenopathy,HP:0025289
"Intellectual disability, moderate",HP:0002342
Excessive salivation,HP:0003781
Clonus,HP:0002169
Abnormal vocal cord morphology,HP:0008777
Aspiration pneumonia,HP:0011951
Receptive language delay,HP:0010863
Expressive language delay,HP:0002474
Shyness,HP:0100962
Frequent falls,HP:0002359
Tongue thrusting,HP:0100703
"obsolete Focal seizures, afebril",HP:0040168
Complex febrile seizure,HP:0011172
Thickened calvaria,HP:0002684
Precocious puberty,HP:0000826
Poor fine motor coordination,HP:0007010
Cerebral palsy,HP:0100021
Talipes equinovarus,HP:0001762
Bilateral talipes equinovarus,HP:0001776
Equinus calcaneus,HP:0008138
Cutaneous cyst,HP:0025245
Hypersomnia,HP:0100786
Epidermoid cyst,HP:0200040
Neurogenic bladder,HP:0000011
Polyhydramnios,HP:0001561
Shortened PR interval,HP:0005165
Recurrent pneumonia,HP:0006532
Abnormality of mouth shape,HP:0011338
Urinary retention,HP:0000016
Abnormality of the tongue,HP:0000157
Abnormal palate morphology,HP:0000174
Abnormal oral frenulum morphology,HP:0000190
Open mouth,HP:0000194
High palate,HP:0000218
Narrow face,HP:0000275
Abnormality of the forehead,HP:0000290
Square face,HP:0000321
Abnormality of the maxilla,HP:0000326
Hyperopic astigmatism,HP:0000484
Ptosis,HP:0000508
Abnormal eyebrow morphology,HP:0000534
obsolete Sparse and thin eyebrow,HP:0000535
Synophrys,HP:0000664
Horizontal nystagmus,HP:0000666
Cafe-au-lait spot,HP:0000957
Sacral dimple,HP:0000960
Nevus flammeus,HP:0001052
Clubbing,HP:0001217
Flexion contracture,HP:0001371
Abnormality of the nail,HP:0001597
Facial cleft,HP:0002006
Poor suck,HP:0002033
Encephalocele,HP:0002084
Polymicrogyria,HP:0002126
obsolete Excessive daytime sleepiness,HP:0002189
Aganglionic megacolon,HP:0002251
Paroxysmal dystonia,HP:0002268
Incoordination,HP:0002311
Hypoplastic facial bones,HP:0002692
"High, narrow palate",HP:0002705
Congenital contracture,HP:0002803
Arthrogryposis multiplex congenita,HP:0002804
Easy fatigability,HP:0003388
Lower-limb joint contracture,HP:0005750
Abnormal hand morphology,HP:0005922
Severe muscular hypotonia,HP:0006829
Lower limb hypertonia,HP:0006895
Unilateral polymicrogyria,HP:0006927
Congenital encephalopathy,HP:0007239
Unilateral ptosis,HP:0007687
Narrow naris,HP:0009933
Thin lower lip vermilion,HP:0010282
Ankyloglossia,HP:0010296
Vestibular nystagmus,HP:0010542
Skin dimple,HP:0010781
Primary microcephaly,HP:0011451
Gastrostomy tube feeding in infancy,HP:0011471
Camptodactyly,HP:0012385
Abnormal capillary morphology,HP:0025016
Capillary malformation,HP:0025104
Prolonged bleeding following circumcision,HP:0030137
Abnormal jaw morphology,HP:0030791
Abnormal tongue morphology,HP:0030809
Sparse eyebrow,HP:0045075
Camptodactyly of finger,HP:0100490
Aplasia/Hypoplasia of the eyebrow,HP:0100840
Abnormal mouth floor morphology,HP:0410012
Abnormal frontal bone morphology,HP:0430000
Echolalia,HP:0010529
Abnormal cerebellum morphology,HP:0001317
Abnormality of the pineal gland,HP:0012680
Photosensitive tonic-clonic seizure,HP:0007207
Syncope,HP:0001279
Self-mutilation,HP:0000742
obsolete Toe walking,HP:0040083
Self-injurious behavior,HP:0100716
obsolete Simple partial occipital seizures,HP:0025121
Delusions,HP:0000746
Perseveration,HP:0030223
Few cafe-au-lait spots,HP:0007429
Abnormality of the gingiva,HP:0000168
Gingivitis,HP:0000230
Periodontitis,HP:0000704
Pollakisuria,HP:0100515
Xerostomia,HP:0000217
Trident hand,HP:0004060
Abnormal meningeal morphology,HP:0010651
Abnormal arachnoid mater morphology,HP:0100700
Arachnoid cyst,HP:0100702
Mild global developmental delay,HP:0011342
Recurrent respiratory infections,HP:0002205
Recurrent upper and lower respiratory tract infections,HP:0200117
Ventouse delivery,HP:0011412
null,  
Preeclampsia,HP:0100602
Hypermethioninemia,HP:0003235
Calvarial skull defect,HP:0001362
Abnormal nasal skeleton morphology,HP:0010937
Abnormality of the external nose,HP:0010938
Abnormal nasal bone morphology,HP:0010939
Hypoxemia,HP:0012418
Prominent superficial veins,HP:0001015
Prominent veins on trunk,HP:0007457
Nevus flammeus nuchae,HP:0007616
Enlarged cisterna magna,HP:0002280
Widened subarachnoid space,HP:0012704
Abnormal retinal morphology,HP:0000479
Abnormal chorioretinal morphology,HP:0000532
Optic disc coloboma,HP:0000588
Abnormal fundus morphology,HP:0001098
Secundum atrial septal defect,HP:0001684
Abnormal posterior eye segment morphology,HP:0004329
Abnormal optic disc morphology,HP:0012795
Sinus tachycardia,HP:0011703
Aspiration,HP:0002835
Epistaxis,HP:0000421
Retractile testis,HP:0012646
Sickled erythrocytes,HP:0030058
Maternal diabetes,HP:0009800
Abnormal urinary odor,HP:0012088
obsolete Severe viral infections,HP:0005364
Pica,HP:0011856
Hyperlipidemia,HP:0003077
Hypercholesterolemia,HP:0003124
Elevated cholesterol ester level,HP:0031211
Concomitant strabismus,HP:0025069
Emotional lability,HP:0000712
obsolete Mood swings,HP:0000720
obsolete Mood changes,HP:0001575
Choroidal neovascularization,HP:0011506
Broad skull,HP:0002682
Abnormality of eye movement,HP:0000496
Placental abruption,HP:0011419
Polyneuropathy,HP:0001271
Metabolic acidosis,HP:0001942
Facial paralysis,HP:0007209
Peripheral neuropathy,HP:0009830
Facial palsy,HP:0010628
Abnormality of the seventh cranial nerve,HP:0010827
Unilateral facial palsy,HP:0012799
Abnormality of peripheral nerves,HP:0045010
Language impairment,HP:0002463
Psychosis,HP:0000709
Psychotic episodes,HP:0000725
Cortical dysplasia,HP:0002539
Narrow pelvis bone,HP:0003275
Abnormality of coordination,HP:0011443
Apathy,HP:0000741
Episodic vomiting,HP:0002572
Bradycardia,HP:0001662
Cerebral hypoplasia,HP:0006872
Progressive sensorineural hearing impairment,HP:0000408
Sensorineural hearing impairment,HP:0000407
Cerebellar atrophy,HP:0001272
Aplasia/Hypoplasia of the cerebellum,HP:0007360
Brain atrophy,HP:0012444
Bilateral sensorineural hearing impairment,HP:0008619
Neurodevelopmental delay,HP:0012758
Abnormality of the cervical spine,HP:0003319
Abnormal finger phalanx morphology,HP:0005918
Ecchymosis,HP:0031364
Hypopnea,HP:0040213
Choreoathetosis,HP:0001266
Abnormal basal ganglia morphology,HP:0002134
Weak voice,HP:0001621
Cleft palate,HP:0000175
Oral cleft,HP:0000202
Unilateral cleft palate,HP:0100334
Speech apraxia,HP:0011098
Tricuspid valve prolapse,HP:0001704
Toe syndactyly,HP:0001770
Joint subluxation,HP:0032153
Pectus excavatum,HP:0000767
Decreased CSF 5-methyltetrahydrofolate concentration,HP:0012446
Abnormal sternum morphology,HP:0000766
Abnormal rib morphology,HP:0000772
Deformed rib cage,HP:0000886
Pectus excavatum of inferior sternum,HP:0000915
Abnormal rib cage morphology,HP:0001547
Reduced blood folate concentration,HP:0100507
Specific learning disability,HP:0001328
Tibial torsion,HP:0100694
Bilateral camptodactyly,HP:0005617
Abnormal 5th finger morphology,HP:0004207
Clinodactyly of the 5th finger,HP:0004209
Clinodactyly,HP:0030084
Chorea,HP:0002072
Limb myoclonus,HP:0045084
Ankle clonus,HP:0011448
Allergic conjunctivitis,HP:0007879
Spastic tetraplegia,HP:0002510
Abnormal muscle tone,HP:0003808
Delayed fine motor development,HP:0010862
Tetraplegia/tetraparesis,HP:0030182
Tetraplegia,HP:0002445
Abnormal conjunctiva morphology,HP:0000502
Conjunctivitis,HP:0000509
Deep venous thrombosis,HP:0002625
Hemiparesis,HP:0001269
Hemiplegia/hemiparesis,HP:0004374
Unilateral primary pulmonary dysgenesis,HP:0006549
Aplasia/Hypoplasia of the lungs,HP:0006703
Apneic episodes in infancy,HP:0005949
Paraparesis,HP:0002385
Paraplegia/paraparesis,HP:0010551
Photosensitive myoclonic seizure,HP:0001327
Long face,HP:0000276
Moyamoya phenomenon,HP:0011834
Abnormality of the spinal cord,HP:0002143
Myelopathy,HP:0002196
Myelitis,HP:0012486
Spastic diplegia,HP:0001264
Lower extremity joint dislocation,HP:0030311
Stroke,HP:0001297
Hip subluxation,HP:0030043
Encephalomalacia,HP:0040197
Ventriculomegaly,HP:0002119
Lateral ventricle dilatation,HP:0006956
Spasticity,HP:0001257
Lumbar hyperlordosis,HP:0002938
Body odor,HP:0500001
Abnormal cell morphology,HP:0025461
Hypervolemia,HP:0011105
Abnormal brainstem morphology,HP:0002363
Abnormal pons morphology,HP:0007361
Abnormal hindbrain morphology,HP:0011282
Dyslexia,HP:0010522
Facial tics,HP:0011468
Freckling,HP:0001480
Abnormality of the umbilical cord,HP:0010881
Meconium stained amniotic fluid,HP:0012420
Nuchal cord,HP:0012498
Congenital hypothyroidism,HP:0000851
Abnormal fetal cardiovascular morphology,HP:0010948
Periventricular leukomalacia,HP:0006970
Unsteady gait,HP:0002317
Sleepy facial expression,HP:0005335
Impaired social interactions,HP:0000735
Mutism,HP:0002300
Wide mouth,HP:0000154
Infantile axial hypotonia,HP:0009062
Hyperreflexia,HP:0001347
Breech presentation,HP:0001623
Hyperammonemia,HP:0001987
Cerebral atrophy,HP:0002059
Global brain atrophy,HP:0002283
Sulfite oxidase deficiency,HP:0003643
Generalized cerebral atrophy/hypoplasia,HP:0007058
Atrophy/Degeneration affecting the cerebrum,HP:0007369
Moderate hearing impairment,HP:0012713
Subdural hemorrhage,HP:0100309
Progressive spastic quadriplegia,HP:0002478
Flat occiput,HP:0005469
Hip dysplasia,HP:0001385
Prominent nose,HP:0000448
Coarse facial features,HP:0000280
Puberty and gonadal disorders,HP:0008373
Early onset of sexual maturation,HP:0100000
Cardiogenic shock,HP:0030149
Shock,HP:0031273
Abnormal acetabulum morphology,HP:0003170
Acetabular dysplasia,HP:0008807
Acanthosis nigricans,HP:0000956
Elevated circulating follicle stimulating hormone level,HP:0008232
Flushing,HP:0031284
Multiple pulmonary cysts,HP:0005948
Hemothorax,HP:0012151
Epilepsia partialis continua,HP:0012847
Increased circulating antibody level,HP:0010702
Spontaneous pneumothorax,HP:0002108
Arachnodactyly,HP:0001166
Disproportionate tall stature,HP:0001519
Morphological abnormality of the middle ear,HP:0008609
Retinopathy,HP:0000488
Retinal dystrophy,HP:0000556
Abnormal macular morphology,HP:0001103
Vitelliform-like macular lesions,HP:0007677
Macular dystrophy,HP:0007754
Hair follicle neoplasm,HP:0012843
Fibrofolliculoma,HP:0030436
Pulmonary opacity,HP:0031457
Increased body mass index,HP:0031418
Periventricular cysts,HP:0007109
Tall stature,HP:0000098
Abnormality of the upper arm,HP:0001454
Abnormality of the humerus,HP:0003063
Abnormal cheek morphology,HP:0004426
Foot pain,HP:0025238
Chondritis,HP:0100662
Bone pain,HP:0002653
Gluten intolerance,HP:0012538
Ketotic hypoglycemia,HP:0012734
Cluster headache,HP:0012199
Laryngeal cyst,HP:0100640
Abnormality of the pulmonary vasculature,HP:0004930
Abnormality of pulmonary circulation,HP:0030875
Stridor,HP:0010307
Vascular dilatation,HP:0002617
Tracheomalacia,HP:0002779
Edema of the upper limbs,HP:0010742
Gliosis,HP:0002171
Chiari malformation,HP:0002308
Chiari type I malformation,HP:0007099
Cataplexy,HP:0002524
Disinhibition,HP:0000734
EEG with focal spikes,HP:0011193
EEG with series of focal spikes,HP:0011194
Conjunctival hyperemia,HP:0030953
Nonproductive cough,HP:0031246
Typical absence seizure,HP:0011147
Obsessive-compulsive behavior,HP:0000722
Hemiplegia,HP:0002301
Left hemiplegia,HP:0040292
Genu recurvatum,HP:0002816
Hypopigmentation of the skin,HP:0001010
Vitiligo,HP:0001045
Absent skin pigmentation,HP:0200098
Hypermelanotic macule,HP:0001034
Wrist drop,HP:0031189
Optic nerve hypoplasia,HP:0000609
Absent septum pellucidum,HP:0001331
Occipital encephalocele,HP:0002085
Athetosis,HP:0002305
Abnormality of the cerebrospinal fluid,HP:0002921
Aplasia/Hypoplasia involving the central nervous system,HP:0002977
Vertebral segmentation defect,HP:0003422
Lumbar scoliosis,HP:0004626
Abnormal vertebral segmentation and fusion,HP:0005640
Hypoplasia of the optic tract,HP:0007096
Aplasia/Hypoplasia of the cerebrum,HP:0007364
Abnormal septum pellucidum morphology,HP:0007375
Aplasia/Hypoplasia of the optic nerve,HP:0008058
Aplasia/Hypoplasia of the optic tract,HP:0011000
Cephalocele,HP:0011815
Abnormal lumbar spine morphology,HP:0100712
Hepatic steatosis,HP:0001397
Degenerative liver disease,HP:0005237
Truncal ataxia,HP:0002078
Mydriasis,HP:0011499
Oculomotor nerve palsy,HP:0012246
Hypogonadism,HP:0000135
Ankle flexion contracture,HP:0006466
Vanishing testis,HP:0012870
Exercise intolerance,HP:0003546
Knee flexion contracture,HP:0006380
Low-set ears,HP:0000369
Incomplete cleft of the upper lip,HP:0011340
Unilateral cleft lip,HP:0100333
Abnormal lip morphology,HP:0000159
Cleft upper lip,HP:0000204
Cleft lip,HP:0410030
Epicanthus,HP:0000286
Wide nasal bridge,HP:0000431
Broad hallux,HP:0010055
Microlissencephaly,HP:0045028
Alternating exotropia,HP:0031717
Axial hypotonia,HP:0008936
Leukodystrophy,HP:0002415
Pathologic fracture,HP:0002756
Joint dislocation,HP:0001373
Abnormal corpus callosum morphology,HP:0001273
Recurrent aspiration pneumonia,HP:0002100
Lissencephaly,HP:0001339
Laryngomalacia,HP:0001601
Profound static encephalopathy,HP:0007069
Gait ataxia,HP:0002066
Tonic seizure,HP:0032792
Decreased plasma carnitine,HP:0003234
Recurrent hand flapping,HP:0100023
Affected,HP:0032320
Seizure cluster,HP:0033349
Broad-based gait,HP:0002136
Nonprogressive encephalopathy,HP:0007030
Febrile seizure outside the age of 3 months to 6 years,HP:0032895
Abnormal eye morphology,HP:0012372
Abnormal sclera morphology,HP:0000591
Blue sclerae,HP:0000592
Abnormal nasal morphology,HP:0005105
Small forehead,HP:0000350
Hypoplasia of the frontal bone,HP:0005466
Obsessive-compulsive trait,HP:0008770
Abnormal lymphatic vessel morphology,HP:0100766
Axillary epidermoid cyst,HP:0012540
Bradykinesia,HP:0002067
Hypokinesia,HP:0002375
Abnormal male internal genitalia morphology,HP:0000022
Abnormal prostate morphology,HP:0008775
Neoplasm of head and neck,HP:0012288
obsolete Mouth neoplasm,HP:0012290
Neoplasm of the tongue,HP:0100648
